"Index","Quantity","Part Number","Manufacturer Part Number","Description","Customer Reference","Available","Backorder","Unit Price","Extended Price USD"
"1","1","S9014E-50-ND","GRPB501VWVN-RC","CONN HEADER VERT 50POS 1.27MM","","1","0","3.11000","3.11"
"2","1","S1011EC-40-ND","PRPC040SAAN-RC","CONN HEADER VERT 40POS 2.54MM","","1","0","0.66000","0.66"
